geneid	ecnumber
NCU06465	EC:1.14.13.72
NCU06465	EC:1.14.-.-
NCU00168	EC:2.3.1.51
NCU00293	EC:3.6.1.22
NCU02247	EC:2.1.1.37
NCU05848	EC:1.14.13.15
NCU06029	EC:2.7.7.3
NCU06949	EC:3.4.21.63
NCU17157	EC:2.5.1.34
NCU05750	EC:3.1.26.4
NCU17208	EC:2.3.1.97
NCU02657	EC:2.5.1.6
NCU01861	EC:1.1.1.206
NCU09216	EC:2.4.1.119
NCU03154	EC:2.7.1.33
NCU02096	EC:1.14.12.17
NCU01912	EC:2.4.1.109
NCU01360	EC:1.6.5.3
NCU06142	EC:2.2.1.2
NCU02344	EC:3.2.1.4
NCU12026	EC:2.7.7.58
NCU05790	EC:2.7.13.3
NCU17177	EC:2.3.1.97
NCU17177	EC:2.4.1.173
NCU06880	EC:1.11.1.15
NCU11249	EC:2.3.2.5
NCU00720	EC:1.1.1.27
NCU00931	EC:6.1.1.6
NCU04368	EC:2.5.1.18
NCU06563	EC:3.1.3.16
NCU06563	EC:3.1.4.12
NCU07732	EC:6.3.5.5
NCU00023	EC:1.16.1.7
NCU02416	EC:2.3.1.158
NCU09702	EC:3.2.1.164
NCU02382	EC:3.4.19.12
NCU06832	EC:3.6.4.4
NCU01571	EC:2.5.1.58
NCU01571	EC:2.5.1.60
NCU01571	EC:2.5.1.59
NCU16511	EC:3.1.3.-
NCU03623	EC:6.3.2.19
NCU03759	EC:6.1.1.10
NCU09855	EC:2.5.1.43
NCU08930	EC:1.6.5.3
NCU08930	EC:1.6.99.3
NCU11353	EC:2.7.1.17
NCU08752	EC:3.1.1.7
NCU00937	EC:3.2.1.31
NCU08616	EC:2.7.7.6
NCU00780	EC:1.1.1.28
NCU00580	EC:3.1.2.20
NCU00580	EC:3.1.2.-
NCU00580	EC:3.1.2.2
NCU00580	EC:3.1.2.3
NCU17060	EC:3.5.4.26
NCU05604	EC:1.10.3.2
NCU04994	EC:3.4.11.1
NCU06700	EC:3.1.1.23
NCU02280	EC:1.6.5.3
NCU02280	EC:1.6.99.3
NCU02235	EC:3.2.1.113
NCU00865	EC:4.1.1.2
NCU07005	EC:3.2.1.101
NCU06592	EC:3.4.21.89
NCU05220	EC:3.6.3.14
NCU06452	EC:2.5.1.47
NCU08985	EC:3.1.3.48
NCU00418	EC:1.6.5.3
NCU02133	EC:1.15.1.1
NCU04048	EC:3.5.4.4
NCU05127	EC:6.3.2.4
NCU05642	EC:6.1.1.16
NCU04797	EC:3.1.3.11
NCU00296	EC:2.1.1.43
NCU05049	EC:3.1.3.16
NCU05049	EC:3.1.3.48
NCU01092	EC:1.5.1.33
NCU01140	EC:1.6.1.2
NCU01428	EC:3.5.2.17
NCU01803	EC:2.3.2.8
NCU05418	EC:2.5.1.46
NCU01500	EC:2.7.1.22
NCU09357	EC:2.7.7.7
NCU04743	EC:3.1.3.5
NCU05071	EC:3.4.24.39
NCU07127	EC:3.1.1.45
NCU04020	EC:6.1.1.6
NCU07067	EC:3.2.1.113
NCU04460	EC:2.7.7.12
NCU04674	EC:3.2.1.20
NCU01404	EC:2.1.1.34
NCU01404	EC:2.1.1.66
NCU00200	EC:4.1.3.27
NCU00200	EC:4.1.1.48
NCU00200	EC:5.3.1.24
NCU06249	EC:2.7.11.1
NCU06211	EC:1.1.1.37
NCU11368	EC:2.7.7.53
NCU06179	EC:2.7.11.1
NCU06228	EC:3.1.3.77
NCU02084	EC:3.5.3.1
NCU04339	EC:2.7.1.15
NCU09663	EC:3.1.1.74
NCU00276	EC:2.7.7.7
NCU08785	EC:3.2.1.55
NCU06230	EC:2.7.11.1
NCU07082	EC:6.1.1.12
NCU09784	EC:2.3.1.5
NCU09141	EC:1.1.1.91
NCU00813	EC:5.3.4.1
NCU00684	EC:3.1.21.1
NCU11248	EC:2.4.1.119
NCU02726	EC:2.7.1.82
NCU02511	EC:2.1.1.29
NCU07484	EC:3.2.1.14
NCU02585	EC:6.1.1.12
NCU00596	EC:2.3.1.181
NCU04657	EC:3.5.99.7
NCU01207	EC:3.6.3.14
NCU02322	EC:5.3.1.8
NCU06866	EC:6.1.1.22
NCU02232	EC:2.7.7.7
NCU05780	EC:2.5.1.18
NCU09050	EC:1.14.13.20
NCU09570	EC:2.5.1.18
NCU02201	EC:1.10.3.2
NCU09460	EC:1.6.5.3
NCU00762	EC:3.2.1.4
NCU02063	EC:3.4.24.59
NCU09638	EC:2.3.1.39
NCU08313	EC:3.5.4.26
NCU08313	EC:1.1.1.193
NCU08313	EC:1.1.1.302
NCU07340	EC:3.2.1.4
NCU06191	EC:6.3.2.3
NCU06025	EC:1.1.1.24
NCU09775	EC:3.2.1.55
NCU03436	EC:3.1.3.16
NCU03436	EC:3.1.4.12
NCU03571	EC:2.7.11.19
NCU03571	EC:2.7.11.1
NCU06722	EC:6.1.1.2
NCU03804	EC:3.1.3.16
NCU03804	EC:3.6.1.17
NCU03804	EC:3.1.4.12
NCU06182	EC:2.7.11.1
NCU00939	EC:2.7.13.3
NCU02728	EC:3.6.4.4
NCU02728	EC:3.6.4.9
NCU02728	EC:3.6.5.5
NCU02728	EC:3.6.1.15
NCU02728	EC:3.6.5.-
NCU07489	EC:3.1.3.16
NCU07489	EC:3.6.1.17
NCU07489	EC:3.1.4.12
NCU05967	EC:1.14.13.70
NCU10046	EC:6.3.2.19
NCU04130	EC:2.3.2.2
NCU06058	EC:4.1.1.45
NCU09560	EC:1.15.1.1
NCU09058	EC:4.2.1.18
NCU06075	EC:2.7.1.40
NCU02291	EC:4.1.1.70
NCU02291	EC:1.3.99.7
NCU09324	EC:2.4.1.16
NCU07716	EC:4.2.2.2
NCU08287	EC:2.1.3.2
NCU08287	EC:6.3.5.5
NCU07665	EC:6.3.2.19
NCU00414	EC:2.7.1.20
NCU09510	EC:3.5.1.89
NCU02035	EC:4.2.99.18
NCU07509	EC:2.5.1.60
NCU00665	EC:3.1.4.12
NCU02962	EC:2.1.1.43
NCU16409	EC:3.1.11.2
NCU05078	EC:2.1.1.77
NCU05708	EC:1.14.13.7
NCU08760	EC:3.2.1.4
NCU01904	EC:1.1.1.250
NCU01904	EC:1.1.1.269
NCU01904	EC:1.1.1.30
NCU00810	EC:3.2.1.23
NCU09116	EC:2.6.1.57
NCU09116	EC:2.6.1.5
NCU02693	EC:1.1.1.170
NCU02693	EC:1.3.1.24
NCU02693	EC:1.5.1.30
NCU04834	EC:2.7.13.3
NCU05128	EC:5.3.99.4
NCU04500	EC:3.2.1.14
NCU06523	EC:3.2.1.20
NCU04401	EC:4.1.2.13
NCU07608	EC:5.3.1.6
NCU16773	EC:1.14.13.15
NCU06730	EC:3.2.1.21
NCU08888	EC:6.1.1.20
NCU03748	EC:1.5.1.8
NCU03748	EC:1.5.1.10
NCU00387	EC:1.3.99.5
NCU00387	EC:1.3.99.-
NCU06202	EC:2.7.11.1
NCU11405	EC:3.2.1.59
NCU02679	EC:3.1.1.1
NCU03209	EC:3.2.1.14
NCU09194	EC:3.1.30.1
NCU01636	EC:5.99.1.4
NCU07534	EC:2.7.7.48
NCU02496	EC:3.1.3.48
NCU00936	EC:1.2.1.24
NCU00936	EC:1.2.1.-
NCU03023	EC:1.14.13.7
NCU07365	EC:3.4.25.1
NCU08301	EC:3.1.3.16
NCU08301	EC:3.1.4.12
NCU07309	EC:3.5.4.3
NCU04504	EC:3.1.21.5
NCU07958	EC:1.3.1.34
NCU09463	EC:6.1.1.4
NCU08703	EC:3.6.1.1
NCU06836	EC:6.2.1.1
NCU01789	EC:2.7.11.1
NCU06756	EC:6.3.2.19
NCU06741	EC:1.9.3.1
NCU04997	EC:3.2.1.8
NCU05622	EC:3.4.13.20
NCU05129	EC:4.1.3.27
NCU05129	EC:4.1.1.48
NCU05129	EC:5.3.1.24
NCU05542	EC:2.4.2.8
NCU05542	EC:2.4.2.22
NCU05120	EC:2.7.7.6
NCU03963	EC:2.4.2.28
NCU04810	EC:5.2.1.8
NCU04074	EC:1.6.5.3
NCU04074	EC:1.6.99.3
NCU03935	EC:1.1.1.3
NCU04759	EC:5.3.3.1
NCU03978	EC:3.1.1.1
NCU04883	EC:3.2.1.14
NCU06338	EC:5.99.1.3
NCU04303	EC:6.3.5.4
NCU03801	EC:3.1.3.1
NCU08947	EC:1.10.2.2
NCU09402	EC:3.4.16.4
NCU02430	EC:2.5.1.48
NCU11410	EC:2.7.11.1
NCU02216	EC:3.2.1.101
NCU02369	EC:3.2.1.15
NCU07442	EC:1.2.1.4
NCU16398	EC:1.3.3.4
NCU06558	EC:1.4.3.3
NCU05252	EC:1.14.99.29
NCU06417	EC:4.1.1.45
NCU09155	EC:3.4.23.35
NCU07859	EC:2.1.1.79
NCU05832	EC:2.1.1.51
NCU08183	EC:2.1.1.51
NCU03523	EC:2.7.11.1
NCU01166	EC:2.7.11.11
NCU01141	EC:2.7.8.5
NCU08398	EC:5.1.3.3
NCU03117	EC:1.1.1.205
NCU01919	EC:3.1.2.15
NCU05009	EC:1.6.99.5
NCU05009	EC:1.6.5.3
NCU05009	EC:1.6.99.3
NCU05009	EC:1.97.1.9
NCU04753	EC:1.6.5.3
NCU05042	EC:1.3.3.5
NCU04721	EC:3.5.1.23
NCU09545	EC:1.5.1.20
NCU01270	EC:2.7.6.1
NCU03792	EC:3.1.3.36
NCU10057	EC:1.14.11.1
NCU09274	EC:1.14.13.12
NCU01753	EC:2.3.2.2
NCU09594	EC:6.1.1.11
NCU06845	EC:1.1.1.14
NCU06845	EC:1.1.1.233
NCU06327	EC:1.14.13.15
NCU01113	EC:2.7.11.1
NCU09312	EC:2.5.1.31
NCU09312	EC:2.5.1.-
NCU02493	EC:3.4.25.1
NCU10847	EC:2.3.1.48
NCU03290	EC:3.4.13.5
NCU03290	EC:3.4.11.2
NCU06300	EC:2.7.4.8
NCU00369	EC:2.7.1.24
NCU00466	EC:6.1.1.17
NCU02956	EC:3.4.23.39
NCU02956	EC:3.4.23.41
NCU07487	EC:2.4.1.244
NCU07487	EC:3.2.1.21
NCU06005	EC:2.7.1.30
NCU05095	EC:6.1.1.20
NCU07195	EC:1.3.1.24
NCU07195	EC:1.5.1.30
NCU07768	EC:1.1.1.47
NCU09692	EC:1.11.1.10
NCU09692	EC:3.1.3.4
NCU08928	EC:3.6.4.4
NCU08928	EC:3.6.4.9
NCU08928	EC:3.6.5.5
NCU08928	EC:3.6.1.15
NCU08928	EC:3.6.5.-
NCU05260	EC:2.7.11.1
NCU04594	EC:4.1.1.44
NCU01412	EC:2.7.2.11
NCU01412	EC:1.2.1.41
NCU08128	EC:1.14.13.15
NCU06054	EC:2.5.1.21
NCU09904	EC:3.2.1.58
NCU09192	EC:2.7.8.11
NCU07476	EC:3.1.1.47
NCU03460	EC:2.5.1.31
NCU03460	EC:2.5.1.-
NCU07937	EC:2.7.1.91
NCU00043	EC:3.1.3.16
NCU00043	EC:3.6.1.17
NCU00043	EC:3.1.4.12
NCU06260	EC:2.7.7.50
NCU00629	EC:2.7.1.11
NCU08579	EC:3.1.2.15
NCU02004	EC:3.1.3.3
NCU10506	EC:3.1.1.3
NCU06559	EC:1.1.1.31
NCU07264	EC:6.3.2.19
NCU07018	EC:3.5.1.98
NCU07261	EC:2.4.1.142
NCU06582	EC:2.7.11.1
NCU05218	EC:2.3.1.48
NCU07725	EC:5.4.99.5
NCU07755	EC:6.1.1.1
NCU01213	EC:1.15.1.1
NCU04196	EC:2.1.1.36
NCU01142	EC:1.6.5.3
NCU01328	EC:2.2.1.1
NCU01335	EC:2.7.11.1
NCU08058	EC:1.1.1.35
NCU10351	EC:2.7.1.-
NCU10351	EC:2.7.1.35
NCU00660	EC:6.3.5.7
NCU09367	EC:2.7.1.67
NCU07458	EC:5.4.2.3
NCU09064	EC:2.7.11.1
NCU04289	EC:2.7.7.14
NCU01083	EC:4.1.1.50
NCU01429	EC:2.6.1.52
NCU08925	EC:1.5.3.16
NCU02228	EC:2.5.1.59
NCU08127	EC:3.2.1.101
NCU09817	EC:2.5.1.54
NCU03579	EC:5.1.1.1
NCU08412	EC:3.2.1.78
NCU09595	EC:2.7.11.1
NCU08551	EC:2.1.1.43
NCU11288	EC:3.4.13.9
NCU01902	EC:2.3.1.4
NCU00575	EC:2.7.1.1
NCU10497	EC:2.4.1.119
NCU09090	EC:6.3.2.5
NCU10029	EC:1.8.4.11
NCU04736	EC:3.6.3.-
NCU06724	EC:6.3.1.2
NCU07167	EC:1.17.1.3
NCU07761	EC:2.4.1.-
NCU06141	EC:2.5.1.-
NCU08062	EC:1.14.13.12
NCU01900	EC:3.2.1.37
NCU00678	EC:4.1.1.15
NCU01922	EC:2.1.1.20
NCU07354	EC:2.7.11.1
NCU02906	EC:1.1.1.38
NCU04775	EC:2.1.1.1
NCU04071	EC:5.5.1.5
NCU08303	EC:3.4.21.53
NCU01320	EC:2.5.1.18
NCU08221	EC:3.1.1.45
NCU05770	EC:1.11.1.6
NCU05770	EC:1.11.1.7
NCU05873	EC:3.2.1.1
NCU07153	EC:3.4.17.11
NCU07153	EC:3.4.11.2
NCU08549	EC:5.1.3.2
NCU11320	EC:3.5.3.11
NCU05655	EC:2.7.11.1
NCU09520	EC:2.7.13.3
NCU09202	EC:2.7.11.1
NCU07044	EC:3.1.2.6
NCU00187	EC:4.1.3.30
NCU07580	EC:2.7.11.22
NCU01936	EC:2.7.7.7
NCU05991	EC:1.1.1.270
NCU11220	EC:3.2.2.21
NCU03846	EC:3.5.4.-
NCU04078	EC:1.1.1.2
NCU04078	EC:1.1.1.-
NCU03949	EC:1.13.12.16
NCU04595	EC:2.7.11.1
NCU10155	EC:2.7.7.7
NCU01364	EC:1.14.11.4
NCU01364	EC:1.14.11.13
NCU08983	EC:2.7.7.19
NCU06144	EC:3.6.4.4
NCU02209	EC:1.14.19.6
NCU10043	EC:2.7.11.1
NCU02918	EC:2.3.1.39
NCU02918	EC:4.2.1.61
NCU03970	EC:2.7.1.26
NCU03996	EC:3.2.1.91
NCU03914	EC:3.2.1.58
NCU03914	EC:3.2.1.4
NCU06530	EC:3.1.2.22
NCU05217	EC:3.1.13.1
NCU05251	EC:2.7.7.6
NCU00230	EC:2.7.12.1
NCU00230	EC:2.7.11.1
NCU04393	EC:1.1.1.35
NCU10038	EC:3.1.4.44
NCU04593	EC:1.10.3.3
NCU01010	EC:3.1.3.48
NCU10166	EC:5.2.1.8
NCU01268	EC:6.3.2.19
NCU04326	EC:2.7.11.1
NCU04597	EC:2.7.11.24
NCU04642	EC:3.5.4.4
NCU00403	EC:1.1.1.271
NCU00403	EC:4.2.1.46
NCU00403	EC:1.1.1.103
NCU07819	EC:1.14.11.17
NCU09491	EC:3.1.1.72
NCU09491	EC:3.1.1.73
NCU01784	EC:5.4.99.12
NCU01765	EC:1.6.5.3
NCU01765	EC:1.6.99.3
NCU03503	EC:2.4.1.132
NCU10048	EC:2.1.2.11
NCU05653	EC:4.2.1.1
NCU05588	EC:5.99.1.2
NCU05001	EC:1.14.13.70
NCU05001	EC:1.14.13.17
NCU10110	EC:1.1.1.31
NCU05180	EC:3.6.4.4
NCU07300	EC:6.3.5.4
NCU07296	EC:2.7.11.1
NCU04856	EC:6.3.1.2
NCU04323	EC:3.5.2.3
NCU09023	EC:1.10.3.2
NCU04548	EC:2.7.7.7
NCU02249	EC:2.3.1.48
NCU12052	EC:3.5.4.26
NCU11426	EC:1.14.11.3
NCU01652	EC:2.5.1.49
NCU01833	EC:2.7.13.3
NCU04648	EC:6.3.5.1
NCU07779	EC:3.1.13.4
NCU08791	EC:1.11.1.6
NCU08791	EC:1.11.1.7
NCU09184	EC:1.13.11.52
NCU00035	EC:2.3.1.26
NCU09165	EC:1.5.99.12
NCU09002	EC:1.6.5.3
NCU03093	EC:1.6.5.3
NCU02629	EC:2.1.2.3
NCU02629	EC:3.5.4.10
NCU04791	EC:1.1.1.163
NCU05594	EC:1.1.1.116
NCU05594	EC:1.1.1.-
NCU12137	EC:2.4.1.141
NCU12075	EC:2.5.1.34
NCU04612	EC:2.7.12.2
NCU04612	EC:2.7.11.1
NCU03610	EC:6.3.2.19
NCU02380	EC:6.1.1.3
NCU02916	EC:3.2.1.4
NCU09892	EC:6.1.1.15
NCU16353	EC:2.4.1.198
NCU07898	EC:3.2.1.4
NCU05317	EC:3.2.1.14
NCU00436	EC:3.6.5.-
NCU00237	EC:3.1.4.17
NCU02408	EC:1.14.19.1
NCU02408	EC:1.14.19.3
NCU02408	EC:1.14.19.-
NCU02408	EC:1.14.19.6
NCU10051	EC:1.14.12.17
NCU09706	EC:6.5.1.1
NCU08471	EC:6.2.1.5
NCU01667	EC:2.1.3.3
NCU01611	EC:2.3.1.21
NCU06714	EC:2.6.1.85
NCU01061	EC:3.1.1.45
NCU04262	EC:3.2.1.101
NCU06905	EC:1.3.1.24
NCU06905	EC:1.5.1.30
NCU03282	EC:1.13.11.6
NCU02852	EC:1.14.14.1
NCU00502	EC:3.6.3.14
NCU03112	EC:1.6.2.2
NCU05291	EC:2.3.1.87
NCU06543	EC:1.3.99.12
NCU06543	EC:1.3.99.10
NCU03166	EC:6.3.2.6
NCU07362	EC:1.1.3.15
NCU05942	EC:3.4.25.1
NCU04019	EC:2.7.7.1
NCU04019	EC:2.7.7.18
NCU02284	EC:2.7.7.58
NCU03242	EC:2.7.11.1
NCU02751	EC:2.7.11.1
NCU09885	EC:1.3.99.3
NCU00548	EC:3.6.1.13
NCU04768	EC:1.5.5.1
NCU04768	EC:1.5.3.1
NCU05558	EC:2.3.1.16
NCU03607	EC:5.1.1.18
NCU04646	EC:2.7.7.7
NCU01402	EC:1.13.11.52
NCU01038	EC:3.5.2.6
NCU02255	EC:2.4.1.198
NCU02305	EC:2.5.1.-
NCU02305	EC:2.5.1.30
NCU02305	EC:2.5.1.83
NCU02295	EC:2.7.1.68
NCU02533	EC:2.7.7.6
NCU07402	EC:1.1.1.91
NCU01965	EC:6.1.1.9
NCU03030	EC:6.1.1.1
NCU08368	EC:3.1.26.5
NCU07318	EC:1.1.1.17
NCU04411	EC:2.4.2.18
NCU08298	EC:3.1.1.5
NCU04854	EC:3.2.1.4
NCU07944	EC:4.1.2.4
NCU07172	EC:2.7.11.22
NCU07172	EC:2.7.11.23
NCU09841	EC:3.1.3.2
NCU09841	EC:3.1.3.48
NCU02778	EC:3.2.1.113
NCU07496	EC:2.1.1.43
NCU03006	EC:2.1.1.41
NCU09266	EC:1.2.1.27
NCU09266	EC:1.2.1.68
NCU00969	EC:1.6.5.3
NCU00969	EC:1.6.99.3
NCU00526	EC:1.10.3.2
NCU03223	EC:2.7.8.1
NCU03223	EC:2.7.8.2
NCU02636	EC:6.3.2.19
NCU16336	EC:1.1.1.35
NCU08364	EC:3.1.6.6
NCU01973	EC:2.1.1.43
NCU09366	EC:3.4.25.1
NCU02969	EC:3.5.1.23
NCU00958	EC:3.1.3.16
NCU03129	EC:6.1.1.3
NCU17018	EC:1.11.1.15
NCU10865	EC:1.14.18.1
NCU02250	EC:3.6.3.14
NCU03415	EC:1.2.1.47
NCU03415	EC:1.2.1.3
NCU03415	EC:1.2.1.22
NCU03415	EC:1.2.1.4
NCU01514	EC:2.7.7.27
NCU05364	EC:3.1.3.48
NCU07774	EC:3.5.4.16
NCU00468	EC:1.3.1.13
NCU00468	EC:1.3.1.12
NCU00233	EC:3.2.1.-
NCU00944	EC:4.1.2.5
NCU04069	EC:3.1.3.57
NCU04069	EC:3.1.3.7
NCU05133	EC:5.1.3.2
NCU01419	EC:1.6.5.5
NCU03814	EC:6.1.1.4
NCU09279	EC:1.10.3.2
NCU00951	EC:3.6.1.1
NCU02514	EC:3.6.3.14
NCU02626	EC:3.6.4.4
NCU09118	EC:5.99.1.2
NCU06532	EC:1.3.5.2
NCU06532	EC:1.3.3.1
NCU05299	EC:1.6.5.3
NCU08687	EC:2.7.1.6
NCU06270	EC:3.4.24.64
NCU00261	EC:6.3.4.2
NCU06881	EC:2.8.3.5
NCU08439	EC:3.6.3.27
NCU05457	EC:1.9.3.1
NCU03641	EC:3.2.1.21
NCU01169	EC:1.6.5.3
NCU01169	EC:1.6.99.3
NCU05887	EC:1.1.1.47
NCU02375	EC:3.1.2.15
NCU02702	EC:2.7.1.2
NCU02702	EC:2.7.1.1
NCU00743	EC:3.2.1.33
NCU00743	EC:2.4.1.25
NCU03139	EC:1.1.1.23
NCU03139	EC:3.5.4.19
NCU03139	EC:3.6.1.31
NCU00655	EC:1.3.1.38
NCU00655	EC:1.3.1.-
NCU09664	EC:3.1.1.72
NCU05169	EC:1.11.1.6
NCU05169	EC:1.11.1.7
NCU00154	EC:3.1.8.1
NCU02701	EC:3.4.14.4
NCU03955	EC:3.1.4.4
NCU05624	EC:3.5.1.1
NCU07853	EC:1.7.3.3
NCU00320	EC:3.1.2.15
NCU02675	EC:6.5.1.4
NCU09111	EC:1.1.1.49
NCU05499	EC:1.13.11.5
NCU03936	EC:2.1.1.33
NCU03922	EC:2.3.3.10
NCU05057	EC:3.2.1.4
NCU05924	EC:3.2.1.8
NCU03797	EC:3.1.2.15
NCU03693	EC:1.1.1.69
NCU03693	EC:1.1.1.35
NCU03741	EC:2.7.1.23
NCU09291	EC:1.8.3.2
NCU03100	EC:1.1.1.44
NCU06342	EC:3.1.4.4
NCU04389	EC:2.1.1.43
NCU09741	EC:1.6.2.4
NCU08716	EC:1.14.13.79
NCU02018	EC:1.1.1.146
NCU02909	EC:3.2.1.132
NCU03187	EC:2.7.11.1
NCU02534	EC:1.6.5.3
NCU02534	EC:1.6.99.3
NCU00585	EC:2.5.1.32
NCU00585	EC:5.5.1.-
NCU00701	EC:3.2.1.17
NCU00554	EC:1.2.1.11
NCU07461	EC:2.7.7.7
NCU10852	EC:3.2.1.49
NCU10852	EC:3.2.1.52
NCU02734	EC:4.1.3.34
NCU07773	EC:2.7.4.9
NCU08894	EC:6.1.1.17
NCU00355	EC:1.11.1.6
NCU00355	EC:1.11.1.7
NCU06457	EC:6.1.1.22
NCU00385	EC:3.6.3.14
NCU00177	EC:6.3.3.1
NCU00177	EC:6.3.4.13
NCU10651	EC:3.5.1.41
NCU00281	EC:2.4.1.173
NCU08197	EC:1.14.13.12
NCU06232	EC:1.1.1.85
NCU09018	EC:2.3.2.5
NCU10683	EC:1.1.1.133
NCU06031	EC:1.11.1.15
NCU09575	EC:3.1.1.13
NCU00726	EC:5.2.1.8
NCU00891	EC:1.1.1.9
NCU00891	EC:1.1.1.14
NCU07865	EC:2.7.4.8
NCU00829	EC:1.16.1.7
NCU01654	EC:6.2.1.3
NCU01654	EC:6.2.1.15
NCU03803	EC:1.1.1.35
NCU03808	EC:3.6.4.4
NCU03808	EC:3.6.4.9
NCU03808	EC:3.6.5.5
NCU03808	EC:3.6.1.15
NCU03808	EC:3.6.5.-
NCU01337	EC:6.3.2.12
NCU01337	EC:6.3.2.17
NCU03715	EC:3.6.4.4
NCU06448	EC:4.2.1.55
NCU06448	EC:4.2.1.17
NCU06448	EC:4.2.1.116
NCU06448	EC:4.2.1.119
NCU02785	EC:2.5.1.54
NCU09800	EC:1.14.11.17
NCU04747	EC:2.7.11.1
NCU12069	EC:2.7.4.3
NCU09778	EC:2.7.11.22
NCU09778	EC:2.7.11.23
NCU01417	EC:6.2.1.17
NCU04096	EC:2.7.11.1
NCU01348	EC:3.5.3.11
NCU17017	EC:3.4.21.89
NCU04923	EC:1.1.1.72
NCU08045	EC:2.1.1.17
NCU06626	EC:2.7.11.1
NCU06478	EC:2.1.1.51
NCU09320	EC:2.4.2.17
NCU10042	EC:4.2.1.11
NCU02727	EC:2.1.2.10
NCU04778	EC:4.2.1.1
NCU07053	EC:1.2.1.3
NCU07053	EC:1.2.1.22
NCU17014	EC:6.3.2.19
NCU08944	EC:2.3.1.88
NCU03836	EC:3.4.24.57
NCU04216	EC:2.4.2.14
NCU10015	EC:1.14.13.111
NCU02202	EC:2.7.11.1
NCU02257	EC:3.1.3.48
NCU09301	EC:2.4.1.173
NCU03255	EC:3.1.3.2
NCU09911	EC:3.5.1.10
NCU07719	EC:5.3.3.2
NCU00194	EC:2.6.1.13
NCU00914	EC:2.7.11.1
NCU03086	EC:4.1.2.20
NCU00742	EC:1.1.1.8
