geneid	ecnumber
NCU00742	EC:1.1.1.94
NCU06419	EC:2.7.12.2
NCU06419	EC:2.7.11.1
NCU04781	EC:1.6.5.3
NCU05616	EC:2.1.1.137
NCU04727	EC:3.5.99.6
NCU07111	EC:3.1.2.6
NCU03995	EC:2.4.1.119
NCU08938	EC:3.2.2.21
NCU02083	EC:2.7.1.150
NCU08435	EC:2.7.7.48
NCU01632	EC:2.5.1.19
NCU01632	EC:4.2.1.10
NCU01632	EC:4.2.3.4
NCU01632	EC:1.1.1.25
NCU01632	EC:2.7.1.71
NCU05305	EC:2.7.7.6
NCU02184	EC:3.2.1.14
NCU09896	EC:2.7.1.25
NCU06804	EC:1.14.13.7
NCU09770	EC:3.1.2.1
NCU06471	EC:1.5.1.2
NCU00269	EC:2.1.1.43
NCU00378	EC:1.2.1.47
NCU00378	EC:1.2.1.3
NCU00378	EC:1.2.1.22
NCU05752	EC:1.13.11.52
NCU05752	EC:1.13.11.11
NCU02296	EC:3.5.2.5
NCU05808	EC:2.7.11.1
NCU00711	EC:3.6.3.44
NCU03298	EC:3.1.21.1
NCU03298	EC:3.1.3.36
NCU02090	EC:2.4.2.7
NCU00644	EC:3.6.3.14
NCU03269	EC:5.2.1.8
NCU07399	EC:2.7.11.1
NCU09230	EC:4.4.1.1
NCU03325	EC:3.1.1.3
NCU09071	EC:2.7.11.1
NCU02954	EC:1.1.1.87
NCU03080	EC:3.4.21.105
NCU03395	EC:3.6.3.14
NCU01824	EC:5.4.99.9
NCU11331	EC:2.7.11.1
NCU09757	EC:2.4.1.198
NCU09757	EC:2.4.1.21
NCU03560	EC:2.7.7.6
NCU01728	EC:2.7.1.105
NCU00405	EC:6.1.1.14
NCU16606	EC:4.1.2.37
NCU03188	EC:1.1.3.37
NCU02605	EC:2.7.7.6
NCU07413	EC:3.5.4.1
NCU09347	EC:3.1.3.46
NCU09347	EC:2.7.1.105
NCU01785	EC:2.7.7.6
NCU05454	EC:1.1.5.3
NCU01180	EC:3.1.2.15
NCU07742	EC:2.7.1.23
NCU06441	EC:1.1.2.4
NCU00480	EC:3.1.2.15
NCU02407	EC:1.2.1.25
NCU02407	EC:1.8.1.4
NCU02407	EC:1.2.1.-
NCU02855	EC:3.2.1.8
NCU08057	EC:1.1.1.163
NCU08057	EC:1.1.1.206
NCU00870	EC:2.1.1.43
NCU10477	EC:6.3.2.19
NCU05041	EC:3.1.3.12
NCU03894	EC:2.7.11.1
NCU04615	EC:2.7.13.3
NCU06024	EC:4.2.1.118
NCU06024	EC:5.3.1.5
NCU06024	EC:5.1.3.22
NCU11381	EC:4.1.1.33
NCU06020	EC:3.2.1.14
NCU02287	EC:1.3.99.3
NCU02366	EC:4.2.1.3
NCU02274	EC:2.1.2.1
NCU02885	EC:2.7.11.1
NCU02639	EC:6.3.4.5
NCU09923	EC:3.2.1.21
NCU04494	EC:3.1.1.72
NCU05264	EC:3.1.3.41
NCU08998	EC:2.6.1.19
NCU08998	EC:2.6.1.-
NCU00299	EC:5.3.3.8
NCU09519	EC:1.1.1.2
NCU09519	EC:1.1.1.-
NCU09309	EC:3.4.25.1
NCU00843	EC:2.1.2.2
NCU08112	EC:1.14.13.12
NCU02580	EC:1.4.3.16
NCU03979	EC:2.8.1.6
NCU05977	EC:4.2.1.52
NCU01066	EC:1.4.3.2
NCU03761	EC:4.3.1.17
NCU01233	EC:1.1.1.2
NCU01233	EC:1.1.1.-
NCU08151	EC:3.1.3.32
NCU08151	EC:2.7.1.78
NCU04554	EC:3.2.1.14
NCU03425	EC:4.2.3.1
NCU01754	EC:1.1.1.190
NCU01754	EC:1.1.1.1
NCU01638	EC:2.7.7.6
NCU06348	EC:3.1.3.25
NCU05254	EC:2.7.6.1
NCU02704	EC:1.2.1.25
NCU02704	EC:2.3.1.168
NCU02704	EC:2.3.1.12
NCU08352	EC:1.8.1.9
NCU04370	EC:6.3.2.19
NCU00087	EC:3.1.1.31
NCU00150	EC:5.3.1.16
NCU04280	EC:4.2.1.99
NCU03782	EC:2.7.7.6
NCU02603	EC:1.14.11.11
NCU02603	EC:1.14.11.4
NCU00972	EC:3.2.1.89
NCU03200	EC:2.7.11.1
NCU03234	EC:6.3.2.19
NCU01744	EC:1.4.1.14
NCU05221	EC:1.6.5.3
NCU04355	EC:2.7.1.67
NCU06326	EC:2.7.11.2
NCU06326	EC:4.2.2.2
NCU07015	EC:2.4.2.29
NCU07823	EC:4.2.1.94
NCU11185	EC:3.1.3.48
NCU00056	EC:2.3.1.179
NCU00056	EC:2.3.1.41
NCU00232	EC:3.1.26.11
NCU00232	EC:3.5.2.6
NCU00570	EC:2.7.7.6
NCU03141	EC:3.1.1.5
NCU02136	EC:2.2.1.2
NCU01932	EC:2.1.1.43
NCU00799	EC:2.1.1.10
NCU02057	EC:2.7.13.3
NCU02057	EC:2.7.11.1
NCU07456	EC:2.5.1.9
NCU02137	EC:2.4.1.198
NCU07482	EC:3.2.2.27
NCU02795	EC:3.5.1.98
NCU00963	EC:3.5.4.9
NCU01528	EC:1.2.1.59
NCU01528	EC:1.2.1.12
NCU03339	EC:1.8.1.7
NCU16553	EC:2.6.1.1
NCU08473	EC:3.2.1.59
NCU03463	EC:3.6.3.14
NCU03332	EC:1.1.1.35
NCU10045	EC:3.1.1.11
NCU03971	EC:2.1.1.56
NCU05093	EC:2.5.1.48
NCU05011	EC:2.3.1.39
NCU09864	EC:1.2.1.25
NCU09864	EC:1.2.4.4
NCU04077	EC:1.8.1.2
NCU05185	EC:1.6.2.4
NCU09643	EC:2.7.7.41
NCU07589	EC:2.3.1.178
NCU08020	EC:5.99.1.3
NCU07307	EC:1.3.1.9
NCU07307	EC:3.1.2.14
NCU07307	EC:3.1.2.21
NCU07307	EC:4.2.1.58
NCU07307	EC:4.2.1.59
NCU07307	EC:4.2.1.61
NCU07307	EC:2.3.1.38
NCU07307	EC:2.3.1.86
NCU07307	EC:2.3.1.39
NCU07307	EC:1.1.1.100
NCU07307	EC:1.3.1.39
NCU07307	EC:2.3.1.-
NCU07307	EC:1.1.1.-
NCU07307	EC:1.3.1.-
NCU07307	EC:2.3.1.41
NCU06733	EC:3.6.4.4
NCU04251	EC:2.4.1.212
NCU04251	EC:2.4.1.16
NCU01427	EC:2.5.1.29
NCU01427	EC:2.5.1.1
NCU04118	EC:2.7.2.4
NCU04099	EC:5.1.99.4
NCU09175	EC:3.2.1.58
NCU06440	EC:3.4.25.1
NCU00519	EC:5.1.3.1
NCU05059	EC:1.14.13.7
NCU05102	EC:3.1.26.4
NCU04333	EC:3.1.2.15
NCU02299	EC:1.3.1.27
NCU06119	EC:2.1.1.43
NCU05805	EC:2.1.2.1
NCU09122	EC:6.3.2.19
NCU07452	EC:1.6.99.1
NCU04782	EC:2.3.1.48
NCU02396	EC:1.8.3.2
NCU08176	EC:4.2.2.2
NCU09449	EC:3.1.3.33
NCU09419	EC:1.14.13.71
NCU09419	EC:1.14.15.1
NCU02283	EC:2.7.11.1
NCU03199	EC:3.6.3.14
NCU05261	EC:3.4.21.53
NCU07941	EC:2.6.1.1
NCU06189	EC:2.3.1.37
NCU02179	EC:1.1.1.28
NCU04005	EC:2.7.11.1
NCU03913	EC:1.2.1.25
NCU05151	EC:4.1.2.22
NCU05151	EC:4.1.2.9
NCU03877	EC:6.3.4.3
NCU03877	EC:3.5.4.9
NCU03877	EC:1.5.1.5
NCU07225	EC:3.2.1.8
NCU04246	EC:4.1.3.38
NCU01187	EC:2.7.11.1
NCU04292	EC:2.6.1.42
NCU05816	EC:1.9.3.1
NCU05836	EC:3.2.1.113
NCU09028	EC:3.2.1.113
NCU05420	EC:4.2.3.5
NCU01501	EC:3.1.1.29
NCU07722	EC:2.7.11.1
NCU07321	EC:3.1.3.48
NCU04983	EC:1.14.21.6
NCU09183	EC:3.7.1.3
NCU00775	EC:1.1.1.41
NCU00825	EC:6.6.1.1
NCU02541	EC:2.4.1.119
NCU07029	EC:3.1.27.1
NCU00086	EC:3.2.1.101
NCU07550	EC:5.3.1.1
NCU11286	EC:1.11.1.1
NCU11286	EC:1.11.1.7
NCU03539	EC:1.17.4.1
NCU16554	EC:3.2.1.78
NCU04335	EC:2.7.11.1
NCU06638	EC:2.7.12.1
NCU06638	EC:2.7.11.1
NCU03504	EC:1.11.1.10
NCU03504	EC:3.1.3.-
NCU05419	EC:4.1.3.4
NCU03893	EC:1.1.1.125
NCU03853	EC:5.2.1.8
NCU07076	EC:3.2.1.6
NCU05972	EC:1.14.13.70
NCU05972	EC:1.14.13.17
NCU09659	EC:3.1.4.12
NCU04371	EC:5.2.1.8
NCU11129	EC:3.4.17.4
NCU06583	EC:2.7.11.1
NCU09731	EC:6.3.2.19
NCU06518	EC:1.6.2.2
NCU05239	EC:2.4.1.212
NCU05239	EC:2.4.1.16
NCU08022	EC:2.7.7.25
NCU08022	EC:2.7.7.21
NCU04855	EC:2.7.7.6
NCU03633	EC:2.7.1.36
NCU04221	EC:3.2.1.28
NCU04578	EC:3.4.21.92
NCU11173	EC:2.5.1.3
NCU11173	EC:2.7.1.50
NCU00438	EC:3.5.4.4
NCU03328	EC:3.2.1.4
NCU03358	EC:1.3.1.24
NCU03358	EC:1.5.1.30
NCU03358	EC:1.1.1.283
NCU10907	EC:3.4.23.24
NCU05680	EC:2.4.1.131
NCU03246	EC:3.1.3.16
NCU03246	EC:3.1.3.48
NCU09332	EC:2.4.1.109
NCU08626	EC:4.1.99.3
NCU08359	EC:3.5.4.5
NCU05526	EC:2.3.3.14
NCU05999	EC:2.5.1.58
NCU01004	EC:4.1.1.65
NCU04569	EC:3.5.2.9
NCU09532	EC:4.2.1.52
NCU01305	EC:3.4.21.105
NCU02234	EC:2.7.11.25
NCU02234	EC:2.7.11.1
NCU17205	EC:4.1.2.37
NCU17205	EC:6.6.1.1
NCU10030	EC:3.2.1.40
NCU00710	EC:3.1.1.72
NCU04936	EC:1.1.1.22
NCU00352	EC:3.6.3.1
NCU08553	EC:2.7.7.6
NCU08131	EC:3.2.1.1
NCU08158	EC:3.1.3.16
NCU08158	EC:3.1.3.48
NCU05807	EC:3.5.1.19
NCU06041	EC:3.1.6.14
NCU06041	EC:3.1.6.1
NCU06041	EC:3.1.6.2
NCU03194	EC:4.1.1.21
NCU04952	EC:3.2.1.21
NCU07024	EC:2.7.11.24
NCU07024	EC:2.7.11.1
NCU08333	EC:3.4.22.40
NCU05154	EC:3.6.3.8
NCU02376	EC:3.5.2.6
NCU09621	EC:3.5.4.3
NCU09477	EC:1.6.5.3
NCU01823	EC:2.7.13.3
NCU01823	EC:2.7.11.1
NCU06924	EC:1.14.13.9
NCU02349	EC:3.5.2.6
NCU06123	EC:4.1.2.9
NCU03118	EC:1.5.1.7
NCU07931	EC:1.1.1.79
NCU08272	EC:1.1.2.3
NCU04347	EC:1.97.1.4
NCU04466	EC:4.2.1.69
NCU16597	EC:2.4.1.198
NCU01762	EC:3.1.26.3
NCU03546	EC:2.7.4.21
NCU01227	EC:6.2.1.4
NCU01227	EC:6.2.1.5
NCU04265	EC:3.2.1.26
NCU07101	EC:3.6.1.13
NCU04845	EC:1.14.11.18
NCU06970	EC:2.7.6.1
NCU08660	EC:3.1.26.5
NCU07920	EC:1.10.3.2
NCU08685	EC:6.3.5.3
NCU07969	EC:2.7.11.20
NCU08280	EC:1.14.99.7
NCU07308	EC:2.3.1.179
NCU07308	EC:2.3.1.41
NCU07308	EC:1.1.1.100
NCU07308	EC:4.2.1.58
NCU07308	EC:4.2.1.59
NCU07308	EC:4.2.1.61
NCU07308	EC:2.3.1.86
NCU07308	EC:2.7.8.7
NCU07308	EC:1.3.1.39
NCU07308	EC:2.3.1.-
NCU07308	EC:1.1.1.-
NCU07308	EC:1.3.1.-
NCU07308	EC:3.1.2.14
NCU07308	EC:1.3.1.9
NCU07982	EC:2.2.1.6
NCU01120	EC:5.99.1.3
NCU03749	EC:3.1.2.6
NCU07531	EC:3.6.3.4
NCU07531	EC:3.6.3.-
NCU07821	EC:1.14.13.8
NCU05658	EC:2.7.11.1
NCU02922	EC:1.1.1.30
NCU02922	EC:1.1.1.14
NCU02056	EC:1.2.1.65
NCU16362	EC:4.3.1.18
NCU04092	EC:3.5.1.60
NCU04037	EC:2.4.1.131
NCU07062	EC:2.7.11.1
NCU04728	EC:2.7.1.4
NCU04728	EC:2.7.1.1
NCU01553	EC:2.5.1.39
NCU06003	EC:2.7.7.13
NCU04354	EC:3.1.21.5
NCU09646	EC:2.3.1.16
NCU11364	EC:1.3.1.-
NCU10400	EC:3.1.4.4
NCU04400	EC:2.7.1.29
NCU06460	EC:3.1.3.2
NCU00274	EC:2.7.11.1
NCU02814	EC:2.7.11.1
NCU00970	EC:2.1.1.43
NCU06010	EC:3.2.1.59
NCU03891	EC:1.8.4.12
NCU03880	EC:2.7.7.15
NCU02231	EC:2.1.1.31
NCU02614	EC:5.2.1.8
NCU03250	EC:2.7.11.1
NCU16746	EC:3.1.26.5
NCU04350	EC:2.4.1.16
NCU07953	EC:1.-.-.-
NCU07574	EC:5.3.3.1
NCU00122	EC:3.4.11.21
NCU06166	EC:2.4.1.131
NCU02325	EC:6.3.5.2
NCU02302	EC:4.1.1.65
NCU06319	EC:3.2.1.101
NCU00669	EC:2.4.1.119
NCU04654	EC:2.4.2.29
NCU08924	EC:1.3.99.3
NCU09703	EC:4.1.1.5
NCU09718	EC:3.5.1.26
NCU08719	EC:6.3.5.7
NCU08719	EC:6.3.5.-
NCU01378	EC:6.2.1.16
NCU08948	EC:3.1.3.16
NCU04237	EC:4.1.1.36
NCU09391	EC:4.3.1.24
NCU09115	EC:4.2.1.92
NCU09115	EC:1.14.14.1
NCU02103	EC:2.7.7.6
NCU09746	EC:2.7.7.-
NCU09746	EC:3.6.1.-
NCU04510	EC:1.1.1.2
NCU04510	EC:1.1.1.21
NCU04510	EC:1.1.1.-
NCU08269	EC:1.4.3.5
NCU05301	EC:2.1.1.29
NCU08982	EC:4.6.1.13
NCU06717	EC:3.6.3.16
NCU06727	EC:2.5.1.16
NCU03659	EC:2.7.11.1
NCU04591	EC:1.14.13.50
NCU07528	EC:5.4.99.12
NCU08568	EC:3.6.1.13
NCU11012	EC:2.7.7.6
NCU00050	EC:2.3.1.12
NCU07559	EC:3.1.13.4
NCU07690	EC:1.5.1.20
NCU06606	EC:1.10.2.2
NCU07930	EC:3.3.1.1
NCU04431	EC:3.2.1.6
NCU09747	EC:3.6.3.14
NCU16821	EC:2.7.11.2
NCU01435	EC:2.7.11.22
NCU01435	EC:2.7.11.1
NCU01435	EC:2.7.11.23
NCU04095	EC:3.5.1.52
NCU01147	EC:4.1.1.25
NCU06666	EC:5.5.1.4
NCU06679	EC:2.3.1.48
NCU11282	EC:2.3.1.42
NCU11282	EC:2.3.1.15
NCU07697	EC:1.1.1.41
NCU07022	EC:1.1.1.14
NCU01116	EC:2.4.1.80
NCU04228	EC:1.14.11.18
NCU01230	EC:3.1.8.1
NCU01230	EC:3.1.1.2
NCU04277	EC:2.7.1.39
NCU08856	EC:1.13.99.1
NCU07756	EC:1.3.5.1
NCU04676	EC:2.5.1.18
NCU01433	EC:3.1.3.16
NCU01433	EC:3.1.4.12
NCU10185	EC:2.5.1.8
NCU10185	EC:2.5.1.75
NCU00055	EC:1.13.11.1
NCU04528	EC:1.10.3.2
NCU02055	EC:3.2.2.3
NCU02797	EC:2.7.7.9
NCU00796	EC:3.5.2.2
NCU05608	EC:2.7.11.1
NCU08931	EC:1.11.1.15
NCU11382	EC:1.10.3.1
NCU11382	EC:1.14.18.1
NCU11382	EC:1.14.18.-
NCU11382	EC:1.10.3.-
NCU09026	EC:3.1.1.73
NCU01929	EC:3.1.13.4
NCU09308	EC:3.4.24.57
NCU00838	EC:5.3.1.5
NCU00602	EC:2.1.1.130
NCU00602	EC:2.1.1.107
NCU07409	EC:2.1.1.33
NCU02661	EC:2.7.7.6
NCU06974	EC:3.1.3.15
NCU04449	EC:6.1.1.15
NCU06336	EC:2.1.1.32
NCU01666	EC:2.2.1.6
NCU12078	EC:3.2.1.59
NCU06695	EC:1.9.3.1
NCU07194	EC:1.14.13.7
NCU07188	EC:3.5.4.25
NCU02571	EC:2.3.1.9
NCU03164	EC:2.7.13.3
NCU02110	EC:1.6.3.1
NCU07624	EC:2.4.2.31
NCU06402	EC:1.14.13.72
NCU00670	EC:1.6.5.3
NCU03304	EC:3.4.25.1
NCU00892	EC:6.3.2.17
NCU09873	EC:4.1.1.31
NCU09873	EC:4.1.1.49
NCU05501	EC:2.1.1.51
NCU07130	EC:3.2.1.8
NCU05577	EC:3.2.1.21
NCU00712	EC:1.1.1.34
NCU01889	EC:3.1.3.48
NCU06526	EC:1.14.15.1
NCU02475	EC:1.4.4.2
NCU02036	EC:3.1.27.9
NCU05016	EC:3.4.21.19
NCU05518	EC:1.4.3.22
NCU07143	EC:3.1.1.31
NCU03868	EC:1.16.1.7
NCU02919	EC:1.13.11.24
NCU07107	EC:2.1.1.33
NCU04691	EC:3.2.1.59
NCU05014	EC:2.7.6.2
NCU05108	EC:3.1.26.4
NCU04754	EC:2.6.1.42
NCU06673	EC:3.5.4.12
NCU16337	EC:2.1.1.37
NCU08377	EC:4.6.1.1
NCU08409	EC:4.2.1.20
NCU08409	EC:4.2.1.-
NCU04410	EC:6.5.1.3
NCU05164	EC:1.3.1.58
NCU03305	EC:3.6.3.8
NCU02688	EC:6.3.2.19
NCU03295	EC:6.2.1.12
NCU11235	EC:2.7.11.1
NCU05537	EC:3.7.1.2
NCU04089	EC:1.14.13.78
NCU04089	EC:1.14.13.15
NCU04796	EC:2.3.1.16
NCU07767	EC:2.1.1.72
NCU00052	EC:5.1.99.4
NCU03525	EC:1.1.1.30
NCU03381	EC:2.7.7.41
NCU01757	EC:3.5.1.1
NCU07266	EC:2.1.1.98
NCU08345	EC:6.3.2.19
NCU02478	EC:2.4.1.183
NCU00943	EC:3.2.1.28
NCU03114	EC:3.1.3.16
NCU05983	EC:4.1.99.12
NCU00160	EC:1.6.5.3
NCU12050	EC:2.7.4.3
NCU01510	EC:3.1.3.66
NCU01276	EC:2.3.1.178
NCU01276	EC:2.3.1.88
NCU01013	EC:4.2.1.24
NCU08852	EC:2.4.2.30
NCU04643	EC:3.5.1.52
NCU03718	EC:1.11.1.10
NCU03718	EC:3.6.1.43
NCU03176	EC:2.7.1.32
NCU08375	EC:2.8.1.-
NCU02178	EC:2.7.7.48
NCU09930	EC:4.1.2.25
NCU09930	EC:2.7.6.3
NCU09930	EC:2.5.1.15
NCU09652	EC:3.2.1.37
NCU08005	EC:1.18.1.2
NCU04481	EC:3.6.3.14
NCU04385	EC:4.2.1.33
NCU02252	EC:5.4.2.1
NCU02381	EC:2.7.8.8
NCU08145	EC:2.8.3.5
NCU05802	EC:3.6.4.4
NCU05802	EC:3.6.4.9
NCU05802	EC:3.6.5.5
NCU05802	EC:3.6.1.15
NCU05802	EC:3.6.5.-
NCU05430	EC:3.6.3.14
NCU07760	EC:3.1.1.72
NCU07760	EC:3.2.1.4
NCU03124	EC:2.7.11.1
NCU00552	EC:1.14.99.30
NCU00552	EC:1.14.99.-
NCU09128	EC:6.3.2.19
NCU10106	EC:5.3.1.1
NCU05238	EC:1.8.1.2
NCU03498	EC:1.10.3.2
NCU04144	EC:2.3.1.26
NCU01271	EC:4.1.1.17
NCU07737	EC:1.14.13.1
NCU09553	EC:1.1.1.35
NCU00656	EC:2.7.1.137
NCU00656	EC:2.7.1.153
NCU02755	EC:1.11.1.10
NCU02550	EC:3.2.1.22
NCU02053	EC:2.7.7.7
NCU08346	EC:2.7.11.1
NCU08328	EC:2.1.1.62
NCU08328	EC:2.1.1.72
NCU07914	EC:2.7.2.3
NCU00642	EC:3.2.1.23
NCU03158	EC:4.1.2.37
NCU02113	EC:6.3.2.19
NCU08739	EC:3.4.23.22
NCU10220	EC:2.7.4.3
NCU03608	EC:1.1.1.86
NCU01000	EC:3.4.14.11
NCU01070	EC:3.1.1.29
NCU02091	EC:3.2.1.113
NCU02663	EC:5.4.3.2
NCU00685	EC:2.7.11.1
NCU05290	EC:2.4.2.10
NCU04508	EC:2.7.7.6
NCU00713	EC:3.5.1.19
NCU02031	EC:1.14.13.71
NCU03127	EC:3.5.1.5
NCU09233	EC:2.7.7.2
NCU10344	EC:1.14.13.12
NCU10344	EC:1.14.13.15
NCU05098	EC:4.1.1.65
NCU06698	EC:2.4.1.186
NCU11197	EC:2.7.7.6
NCU02549	EC:3.4.24.64
NCU02930	EC:1.1.1.91
NCU10008	EC:4.2.1.2
NCU08384	EC:1.1.1.2
NCU08384	EC:1.1.1.307
NCU08384	EC:1.1.1.-
NCU08384	EC:1.1.1.21
NCU09264	EC:4.2.1.109
NCU09223	EC:5.3.4.1
NCU04044	EC:1.6.5.3
NCU04044	EC:1.6.99.3
NCU05006	EC:1.14.14.1
NCU05592	EC:6.3.2.19
NCU01200	EC:5.2.1.8
NCU03695	EC:4.1.1.65
NCU05425	EC:1.2.4.2
NCU09774	EC:3.2.1.55
NCU00649	EC:2.4.2.11
NCU03216	EC:2.7.4.3
NCU09371	EC:2.5.1.78
NCU02010	EC:2.3.3.13
NCU07966	EC:3.6.3.8
NCU07966	EC:3.6.3.-
NCU04944	EC:2.7.6.2
NCU16771	EC:3.1.26.5
NCU04513	EC:6.3.2.19
NCU07916	EC:1.14.13.7
NCU03297	EC:1.11.1.5
NCU09212	EC:2.7.11.1
NCU05931	EC:3.5.2.6
NCU04697	EC:4.2.1.66
NCU06685	EC:2.7.11.22
NCU06685	EC:2.7.11.1
NCU04140	EC:5.2.1.8
NCU10468	EC:2.3.1.35
NCU01365	EC:6.5.1.1
NCU01515	EC:2.7.7.6
NCU06757	EC:2.7.7.7
NCU01612	EC:3.6.4.4
NCU01612	EC:3.6.4.9
NCU01612	EC:3.6.5.5
NCU01612	EC:3.6.1.15
NCU01612	EC:3.6.5.-
NCU06785	EC:2.3.3.8
NCU03149	EC:3.5.4.-
NCU01680	EC:3.6.3.6
NCU01562	EC:1.14.11.-
NCU01830	EC:1.13.11.27
NCU08828	EC:1.1.1.289
NCU08828	EC:4.2.1.55
NCU08828	EC:1.1.1.35
NCU08828	EC:4.2.1.17
NCU08828	EC:5.1.2.3
NCU08002	EC:2.3.1.7
NCU07027	EC:2.4.1.1
NCU16895	EC:1.1.1.269
NCU07132	EC:2.1.1.144
NCU10011	EC:1.3.3.9
NCU10011	EC:1.14.14.1
NCU01368	EC:3.4.25.1
NCU08898	EC:4.2.1.36
NCU08898	EC:4.2.1.114
NCU10521	EC:2.5.1.18
NCU09705	EC:5.1.3.3
NCU03495	EC:3.1.3.16
NCU01839	EC:3.1.1.1
NCU07682	EC:2.3.1.1
NCU06687	EC:2.4.1.11
NCU02536	EC:1.14.13.-
NCU00837	EC:1.1.1.44
NCU02998	EC:2.4.2.19
NCU07626	EC:2.7.1.12
NCU12119	EC:1.10.3.2
NCU12119	EC:1.7.2.1
NCU02333	EC:3.5.3.1
NCU03134	EC:3.2.1.113
NCU09119	EC:3.6.3.14
NCU03350	EC:1.17.1.4
NCU01767	EC:3.1.3.16
NCU05410	EC:2.6.1.11
NCU01123	EC:1.5.99.12
NCU01106	EC:1.4.3.2
NCU08516	EC:5.1.3.3
NCU09350	EC:3.4.23.12
NCU06803	EC:4.1.1.15
NCU08515	EC:3.6.3.14
NCU01439	EC:1.1.1.95
NCU01961	EC:4.2.99.18
NCU03098	EC:3.2.1.3
NCU02482	EC:2.3.3.5
NCU02482	EC:2.3.3.1
NCU04474	EC:1.8.3.1
NCU10853	EC:2.7.11.1
NCU00732	EC:1.3.3.9
NCU00732	EC:1.14.15.1
NCU07473	EC:2.4.1.173
NCU16596	EC:1.1.1.269
NCU16596	EC:1.1.1.270
NCU16596	EC:1.1.1.105
NCU03850	EC:3.5.3.19
NCU05046	EC:3.6.3.8
NCU05046	EC:3.6.3.-
NCU09608	EC:3.1.26.4
NCU01457	EC:3.1.2.15
NCU01045	EC:3.1.27.3
NCU03788	EC:2.5.1.47
NCU03040	EC:4.2.99.18
NCU00904	EC:2.5.1.26
NCU00904	EC:1.1.2.4
NCU02123	EC:3.6.5.-
NCU06549	EC:4.3.3.6
NCU11196	EC:1.1.1.178
NCU00591	EC:6.4.1.4
